ISSUE DATE,ISSUE TIME,FINE AMOUNT,TICKET LOCATION STREET,VIOLATION DESCRIPTION
5/23/2016,10:04,$40.00,15TH AVE,NO UO PERMIT
5/23/2016,13:48,$20.00,15TH AVE METERS,OVERTIME STREET MTR
5/23/2016,11:18,$35.00,LOT 10 - LAWRENCE,IMPROPER PARKING
5/23/2016,11:24,$35.00,LOT 10 - LAWRENCE,IMPROPER PARKING
5/23/2016,8:12,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE
5/23/2016,14:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/23/2016,16:58,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/23/2016,16:59,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/23/2016,8:02,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/23/2016,8:03,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/23/2016,9:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/23/2016,14:03,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/23/2016,14:07,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/23/2016,15:34,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/23/2016,10:37,$150.00,LOT 17 - HEDCO,RESERVE & TOW
5/23/2016,13:50,$150.00,LOT 17 - HEDCO,RESERVE & TOW
5/23/2016,10:47,$0.00,LOT 18 - EDUCATION,"PERMIT ISSUED, NOT DISPLAYED"
5/23/2016,14:39,$100.00,LOT 2 - CAMPUS OPS,MISUSE OF PERMIT
5/23/2016,11:04,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/23/2016,11:06,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/23/2016,15:41,$40.00,LOT 30 - MCCT,NO UO PERMIT
5/23/2016,8:22,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/23/2016,10:56,$10.00,LOT 39 - AGATE SOUTH,"PERMIT ISSUED, NOT DISPLAYED"
5/23/2016,10:27,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW
5/23/2016,7:43,$40.00,LOT 46 - MOSS CONNECT,NO UO PERMIT
5/23/2016,7:43,$35.00,LOT 46 - MOSS CONNECT,NO PERMIT FOR AREA
5/23/2016,7:45,$35.00,LOT 46 - MOSS CONNECT,NO PERMIT FOR AREA
5/23/2016,11:08,$35.00,LOT 46 - MOSS CONNECT,NO PERMIT FOR AREA
5/23/2016,11:13,$40.00,LOT 46 - MOSS CONNECT,NO UO PERMIT
5/23/2016,11:11,$0.00,LOT 51 - VILLARD ALY,"PERMIT ISSUED, NOT DISPLAYED"
5/23/2016,9:58,$0.00,LOT 52 - UOPD EAST,IMPROPER PARKING
5/23/2016,7:41,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
5/23/2016,7:47,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
5/23/2016,14:47,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/23/2016,16:48,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/23/2016,7:31,$10.00,LOT 59 - ROMANIA,"PERMIT ISSUED, NOT DISPLAYED"
5/23/2016,7:34,$10.00,LOT 59 - ROMANIA,"PERMIT ISSUED, NOT DISPLAYED"
5/23/2016,14:17,$40.00,LOT 6A - 11TH/KINCAID,NO UO PERMIT
5/23/2016,14:19,$35.00,LOT 6A - 11TH/KINCAID,NO PERMIT FOR AREA
5/23/2016,14:21,$40.00,LOT 6A - 11TH/KINCAID,NO UO PERMIT
5/23/2016,23:41,$75.00,SPENCER VIEW APTS,RESERVED SPACE
5/23/2016,10:55,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/23/2016,13:50,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/23/2016,13:54,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/23/2016,13:55,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,9:52,$20.00,10 - LAWRENCE,30 MINUTE ONLY ZONE
5/24/2016,9:56,$20.00,12A - CASCADE,30 MINUTE ONLY ZONE
5/24/2016,9:58,$20.00,12A - CASCADE,30 MINUTE ONLY ZONE
5/24/2016,13:36,$20.00,15TH AVE,OVERTIME PAYSTATION
5/24/2016,13:38,$20.00,15TH AVE,OVERTIME PAYSTATION
5/24/2016,13:40,$20.00,15TH AVE,OVERTIME PAYSTATION
5/24/2016,13:42,$20.00,15TH AVE,OVERTIME PAYSTATION
5/24/2016,13:44,$20.00,15TH AVE,OVERTIME PAYSTATION
5/24/2016,11:35,$45.00,COLUMBIA A.,PARKING ON LAWN/SIDEWALK OR
5/24/2016,11:38,$35.00,COLUMBIA A.,IMPROPER PARKING
5/24/2016,10:30,$35.00,D CAMPUS OPS FENCE,RESTRICTED AREA
5/24/2016,10:48,$20.00,LOT 10 - LAWRENCE,30 MINUTE ONLY ZONE
5/24/2016,10:55,$0.00,LOT 10 - LAWRENCE,MISUSE OF PERMIT
5/24/2016,11:25,$35.00,LOT 10 - LAWRENCE,IMPROPER PARKING
5/24/2016,8:57,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/24/2016,8:58,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/24/2016,12:15,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/24/2016,12:17,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT
5/24/2016,14:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/24/2016,14:30,$40.00,LOT 15 - JAQUA,NO UO PERMIT
5/24/2016,14:32,$40.00,LOT 15 - JAQUA,NO UO PERMIT
5/24/2016,8:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/24/2016,13:36,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/24/2016,13:41,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/24/2016,12:53,$40.00,LOT 17 - HEDCO,NO UO PERMIT
5/24/2016,12:56,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/24/2016,12:57,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/24/2016,12:58,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/24/2016,10:34,$0.00,LOT 2 - CAMPUS OPS,"PERMIT ISSUED, NOT DISPLAYED"
5/24/2016,10:36,$40.00,LOT 2 - CAMPUS OPS,NO UO PERMIT
5/24/2016,10:27,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,10:28,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,10:30,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,10:31,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,14:12,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,14:13,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,14:14,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,14:17,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,14:19,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,14:21,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/24/2016,14:51,$10.00,LOT 34C - COLUMBIA ST,"PERMIT ISSUED, NOT DISPLAYED"
5/24/2016,13:10,$35.00,LOT 35 - 17TH/MOSS,"BLOCKING VIOLATION, VEHICLE"
5/24/2016,13:13,$35.00,LOT 35 - 17TH/MOSS,NO PERMIT FOR AREA
5/24/2016,10:19,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/24/2016,8:35,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
5/24/2016,10:03,$20.00,LOT 37 - HAMILTON E,30 MINUTE ONLY ZONE
5/24/2016,15:16,$20.00,LOT 37 - HAMILTON E,30 MINUTE ONLY ZONE
5/24/2016,15:17,$20.00,LOT 37 - HAMILTON E,30 MINUTE ONLY ZONE
5/24/2016,11:40,$40.00,LOT 38 - AGATE NORTH,NO UO PERMIT
5/24/2016,11:41,$40.00,LOT 38 - AGATE NORTH,NO UO PERMIT
5/24/2016,11:41,$0.00,LOT 38 - AGATE NORTH,BLOCKING VIOLATION/BIKE
5/24/2016,13:59,$40.00,LOT 3A - AAA AREA,NO UO PERMIT
5/24/2016,10:51,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA
5/24/2016,8:22,$35.00,LOT 46 - MOSS CONNECT,NO PERMIT FOR AREA
5/24/2016,14:56,$10.00,LOT 46 - MOSS CONNECT,"PERMIT ISSUED, NOT DISPLAYED"
5/24/2016,8:19,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
5/24/2016,8:27,$35.00,LOT 55 - MOSS ST,NO PERMIT FOR AREA
5/24/2016,8:29,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
5/24/2016,14:08,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/24/2016,14:12,$35.00,LOT 58 - 1715 FRANKLIN,NO PERMIT FOR AREA
5/24/2016,14:15,$0.00,LOT 58 - 1715 FRANKLIN,"PERMIT ISSUED, NOT DISPLAYED"
5/24/2016,14:19,$40.00,LOT 58 - 1715 FRANKLIN,NO UO PERMIT
5/24/2016,13:50,$35.00,LOT 6A - 11TH/KINCAID,NO PERMIT FOR AREA
5/24/2016,17:09,$470.00,LOT 6A - 11TH/KINCAID,DISABLED SPACE PSTD
5/24/2016,9:50,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,9:51,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,10:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,10:13,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,10:14,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,13:47,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,13:49,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,13:50,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/24/2016,14:07,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,21:50,$75.00,12A,RESERVED SPACE
5/25/2016,14:34,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/25/2016,11:08,$20.00,25 - JSMA,30 MINUTE ONLY ZONE
5/25/2016,11:03,$40.00,EMU,NO UO PERMIT
5/25/2016,16:18,$20.00,LOT 11 - FRIENDLY-ALLEN,30 MINUTE ONLY ZONE
5/25/2016,15:46,$20.00,LOT 13 - 13TH BEECH-UNIV,30 MINUTE ONLY ZONE
5/25/2016,16:16,$20.00,LOT 13 - 13TH BEECH-UNIV,30 MINUTE ONLY ZONE
5/25/2016,12:08,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW
5/25/2016,12:50,$40.00,LOT 18 - EDUCATION,NO UO PERMIT
5/25/2016,9:53,$75.00,LOT 25 - JSMA,RESERVED SPACE
5/25/2016,9:58,$0.00,LOT 25 - JSMA,"PERMIT ISSUED, NOT DISPLAYED"
5/25/2016,16:01,$40.00,LOT 30 - MCCT,NO UO PERMIT
5/25/2016,10:58,$150.00,LOT 31 - BOWERMAN BLDG,RESERVE & TOW
5/25/2016,14:46,$35.00,LOT 31 - BOWERMAN BLDG,AREA NOT DESIGNATED
5/25/2016,14:48,$40.00,LOT 31 - BOWERMAN BLDG,NO UO PERMIT
5/25/2016,14:10,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/25/2016,14:11,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/25/2016,14:12,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/25/2016,14:07,$150.00,LOT 36B - STU HEALTH,RESERVE & TOW
5/25/2016,17:05,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/25/2016,9:44,$40.00,LOT 6A - 11TH/KINCAID,NO UO PERMIT
5/25/2016,20:00,$75.00,UNIV MID,RESERVED SPACE
5/25/2016,11:16,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,11:18,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,11:20,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,11:28,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,11:29,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,11:30,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,15:50,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,15:52,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,15:53,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,15:54,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,15:55,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/25/2016,16:23,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,11:44,$20.00,10 - LAWRENCE,30 MINUTE ONLY ZONE
5/26/2016,14:02,$20.00,10 - LAWRENCE,30 MINUTE ONLY ZONE
5/26/2016,15:00,$20.00,10 - LAWRENCE,30 MINUTE ONLY ZONE
5/26/2016,14:14,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/26/2016,14:15,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/26/2016,15:50,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/26/2016,15:51,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/26/2016,10:34,$20.00,15TH AVE,OVERTIME PAYSTATION
5/26/2016,10:36,$20.00,15TH AVE,OVERTIME PAYSTATION
5/26/2016,10:37,$20.00,15TH AVE,OVERTIME PAYSTATION
5/26/2016,10:39,$20.00,15TH AVE,OVERTIME PAYSTATION
5/26/2016,10:40,$20.00,15TH AVE,OVERTIME PAYSTATION
5/26/2016,10:42,$20.00,15TH AVE,OVERTIME PAYSTATION
5/26/2016,10:43,$20.00,15TH AVE,OVERTIME PAYSTATION
5/26/2016,14:25,$40.00,15TH AVE,NO UO PERMIT
5/26/2016,14:27,$0.00,15TH AVE,"PERMIT ISSUED, NOT DISPLAYED"
5/26/2016,14:29,$35.00,15TH AVE,NO PERMIT FOR AREA
5/26/2016,11:00,$20.00,19 - CLINICAL SRVC,24 MINUTE ONLY ZONE
5/26/2016,11:01,$35.00,LOT 12A - ONYX-LAWRENCE,IMPROPER PARKING
5/26/2016,11:44,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/26/2016,11:45,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/26/2016,11:49,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/26/2016,11:50,$20.00,LOT 12A - ONYX-LAWRENCE,30 MINUTE ONLY ZONE
5/26/2016,14:05,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/26/2016,14:07,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/26/2016,15:47,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR
5/26/2016,9:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/26/2016,9:05,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/26/2016,9:07,$40.00,LOT 15 - JAQUA,NO UO PERMIT
5/26/2016,9:08,$40.00,LOT 15 - JAQUA,NO UO PERMIT
5/26/2016,10:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/26/2016,10:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/26/2016,10:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/26/2016,10:43,$40.00,LOT 15 - JAQUA,NO UO PERMIT
5/26/2016,13:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/26/2016,13:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION
5/26/2016,8:37,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/26/2016,8:38,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/26/2016,8:41,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/26/2016,12:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/26/2016,12:53,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
5/26/2016,12:54,$0.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT
5/26/2016,14:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/26/2016,10:12,$10.00,LOT 17 - HEDCO,"PERMIT ISSUED, NOT DISPLAYED"
5/26/2016,10:16,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,10:17,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,10:18,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,10:20,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,10:20,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,10:21,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,16:41,$40.00,LOT 17 - HEDCO,NO UO PERMIT
5/26/2016,16:42,$40.00,LOT 17 - HEDCO,NO UO PERMIT
5/26/2016,16:44,$40.00,LOT 17 - HEDCO,NO UO PERMIT
5/26/2016,16:46,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,16:48,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,16:49,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,16:50,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/26/2016,12:34,$10.00,LOT 18 - EDUCATION,"PERMIT ISSUED, NOT DISPLAYED"
5/26/2016,10:05,$0.00,LOT 19 - HEDCO/CSB,NO PERMIT FOR AREA
5/26/2016,10:08,$35.00,LOT 19 - HEDCO/CSB,NO PERMIT FOR AREA
5/26/2016,15:34,$35.00,LOT 19 - HEDCO/CSB,NO PERMIT FOR AREA
5/26/2016,10:47,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/26/2016,10:49,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/26/2016,10:52,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/26/2016,10:53,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/26/2016,10:54,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/26/2016,14:41,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/26/2016,16:05,$40.00,LOT 30 - MCCT,NO UO PERMIT
5/26/2016,14:31,$35.00,LOT 31 - BOWERMAN BLDG,AREA NOT DESIGNATED
5/26/2016,8:31,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/26/2016,14:18,$20.00,LOT 36A - CARSON,OVERTIME STREET MTR
5/26/2016,14:19,$20.00,LOT 36A - CARSON,OVERTIME STREET MTR
5/26/2016,15:54,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/26/2016,9:00,$20.00,LOT 37 - HAMILTON E,30 MINUTE ONLY ZONE
5/26/2016,10:36,$35.00,LOT 37 - HAMILTON E,NO PERMIT FOR AREA
5/26/2016,11:09,$20.00,LOT 37 - HAMILTON E,24 MINUTE ONLY ZONE
5/26/2016,11:11,$20.00,LOT 37 - HAMILTON E,30 MINUTE ONLY ZONE
5/26/2016,11:13,$0.00,LOT 37 - HAMILTON E,30 MINUTE ONLY ZONE
5/26/2016,13:46,$40.00,LOT 38 - AGATE NORTH,NO UO PERMIT
5/26/2016,13:49,$35.00,LOT 38 - AGATE NORTH,AREA NOT DESIGNATED
5/26/2016,12:55,$20.00,LOT 3A - AAA AREA,30 MINUTE ONLY ZONE
5/26/2016,10:52,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA
5/26/2016,8:06,$40.00,LOT 44 - GRAD VILLAGE,NO UO PERMIT
5/26/2016,8:22,$35.00,LOT 46 - MOSS CONNECT,NO PERMIT FOR AREA
5/26/2016,14:16,$250.00,LOT 51 - VILLARD ALY,ALTERING PERMIT
5/26/2016,14:32,$0.00,LOT 51 - VILLARD ALY,BOOT FEE
5/26/2016,14:37,$0.00,LOT 51 - VILLARD ALY,IMPROPER PARKING
5/26/2016,7:47,$40.00,LOT 52 - UOPD EAST,NO UO PERMIT
5/26/2016,8:17,$35.00,LOT 55 - MOSS ST,NO PERMIT FOR AREA
5/26/2016,12:58,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/26/2016,15:44,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/26/2016,15:48,$35.00,LOT 56 - MILLRACE,NO PERMIT FOR AREA
5/26/2016,16:21,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/26/2016,10:04,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,10:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,10:19,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,10:22,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,11:27,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,11:29,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,11:32,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,13:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,13:40,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,13:45,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/26/2016,13:47,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/27/2016,10:57,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/27/2016,10:58,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/27/2016,11:14,$35.00,15TH AVE,NO PERMIT FOR AREA
5/27/2016,11:16,$35.00,15TH AVE,NO PERMIT FOR AREA
5/27/2016,11:21,$40.00,15TH AVE,NO UO PERMIT
5/27/2016,15:43,$40.00,15TH AVE,NO UO PERMIT
5/27/2016,9:56,$35.00,15TH AVE METERS,OVERLINE/TAKE THE SPACE OF
5/27/2016,9:57,$35.00,15TH AVE METERS,OVERLINE/TAKE THE SPACE OF
5/27/2016,13:53,$20.00,15TH AVE METERS,OVERTIME STREET MTR
5/27/2016,13:54,$20.00,15TH AVE METERS,OVERTIME STREET MTR
5/27/2016,14:16,$45.00,COLUMBIA ALLEY,PARKING ON LAWN/SIDEWALK OR
5/27/2016,10:44,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/27/2016,10:48,$35.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT FOR AREA
5/27/2016,12:21,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE
5/27/2016,12:23,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT
5/27/2016,12:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/27/2016,12:31,$50.00,LOT 12A - ONYX-LAWRENCE,BOOT FEE
5/27/2016,13:07,$35.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT FOR AREA
5/27/2016,15:28,$150.00,LOT 13 - 13TH BEECH-UNIV,RESERVE & TOW
5/27/2016,7:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,10:37,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED"
5/27/2016,10:40,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED"
5/27/2016,13:15,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,14:54,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
5/27/2016,14:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,14:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,15:02,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,15:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,16:26,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA
5/27/2016,16:28,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,16:30,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT
5/27/2016,10:21,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/27/2016,10:23,$20.00,LOT 17 - HEDCO,OVERTIME PAYSTATION
5/27/2016,7:57,$40.00,LOT 18 - EDUCATION,NO UO PERMIT
5/27/2016,10:15,$40.00,LOT 18 - EDUCATION,NO UO PERMIT
5/27/2016,11:19,$40.00,LOT 2 - CAMPUS OPS,NO UO PERMIT
5/27/2016,11:20,$0.00,LOT 2 - CAMPUS OPS,"PERMIT ISSUED, NOT DISPLAYED"
5/27/2016,17:13,$40.00,LOT 2 - CAMPUS OPS,NO UO PERMIT
5/27/2016,8:31,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/27/2016,10:24,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/27/2016,10:26,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/27/2016,10:27,$20.00,LOT 29A - EMU VIS LOT,OVERTIME PAYSTATION
5/27/2016,11:06,$150.00,LOT 36B - STU HEALTH,RESERVE & TOW
5/27/2016,8:06,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
5/27/2016,8:07,$40.00,LOT 37 - HAMILTON E,NO UO PERMIT
5/27/2016,8:08,$35.00,LOT 37 - HAMILTON E,NO PERMIT FOR AREA
5/27/2016,10:29,$0.00,LOT 40 - HEDCO UNDERGRND,"PERMIT ISSUED, NOT DISPLAYED"
5/27/2016,8:18,$0.00,LOT 46 - MOSS CONNECT,"PERMIT ISSUED, NOT DISPLAYED"
5/27/2016,14:27,$35.00,LOT 46 - MOSS CONNECT,NO PERMIT FOR AREA
5/27/2016,14:30,$35.00,LOT 46 - MOSS CONNECT,NO PERMIT FOR AREA
5/27/2016,10:56,$40.00,LOT 50 - BARNHART,NO UO PERMIT
5/27/2016,11:04,$40.00,LOT 50 - BARNHART,NO UO PERMIT
5/27/2016,14:34,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
5/27/2016,15:48,$40.00,LOT 55 - MOSS ST,NO UO PERMIT
5/27/2016,17:05,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/27/2016,17:06,$40.00,LOT 56 - MILLRACE,NO UO PERMIT
5/27/2016,23:55,$75.00,SPENCER VIEW APTS,RESERVED SPACE
5/27/2016,14:36,$470.00,UNIVERSITY ST,DISABLED SPACE PSTD
5/27/2016,10:04,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/27/2016,10:07,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/27/2016,10:08,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
